tweet,anotasi1,anotasi2,anotasi_final
"apakah kalimat ""jgn pernah chat gue lg"" susah dipahami, kanjut?",not hate,hate,hate
Jadi jurig di siang bolong https://t.co/8MLHMCctez,not hate,not hate,not hate
USER yg namanya kanjut silahkan dm beliau ya,not hate,hate,hate
USER Woy TAT dulu malah ada jurig mendiami boneka skzoo sampe di ruqyah TAT,not hate,not hate,not hate
"Satu-satunya yang aing ingat dari pelajaran kepemimpinan dahulu kala esem bupati, semu mantri, dupak kuli""""",not hate,not hate,not hate
"Beberapa minggu lalu baca twit ada cewek dipukul ojek karena dianggap sombong nggak mau jawab pertanyaannya, padahal ceweknya nggak denger. 

Enteng banget emang preaching ke cewek. Kehed.",not hate,hate,hate
Baca ini sambil cekak cekik krna tadi aing ngelewatin jln merdeka dan pandu bari mengigil tiis tea gening dan suku yg baseh sm mang ojek tp....,not hate,not hate,not hate
"ovt ovt ovt ovt ovt grip urselfff aaaaaa, kerjain pelan², nafas, minum, ambil ilmunya. terakhir kali aing di ambang kewarasan kapan ya? emang bener baca manhwa/manhua/manga itu self-healing terbaik💔💔💔 ngelupain urusan kul sebentar balik² mental ancur lagi🤝",not hate,not hate,not hate
Bisa kali kak what if si ebi udang goreng itu kecelakaan 😭 kek aing pingin ngerti gimana Abang Abang nya pada panik 😭 sorry kalo aneh aneh,not hate,not hate,not hate
Sumpah mampus demi apa bestot ak dr jaman baheula nikah trs aing kondangan ke semarang sm siapa 😭😭😭😭,not hate,not hate,not hate
apalagi pacaran pake izin2 anying jiga birokrasi,not hate,not hate,not hate
"fucklaa so happy banget anjing pagi ini, jadi aing tuh nganter mama ya ke lapang bola anter ade si sbnrnya nah plng tu liat ibu ibu senam, kake yang moe naon nya moe ngejemur cucunya yang baru lahirr dll lah ah pokonyamah vibes libur nyateh dapet banget lah vibes weekand hu mntp",not hate,not hate,not hate
"USER ga tau lah anj, gua masih mending sih revisiannya ga begitu banyak, lah temen gua ada yg bener2 dari ulang bangke lah anj mau nangis gua mah, BUTUH TIDUR AING MAH ANYING",not hate,not hate,not hate
USER PD banget lo upil jurig,not hate,hate,hate
USER Supra aing kie keren ajik nya USER,not hate,not hate,not hate
bentukan gw hari ini knp kaya kanjut amat dah,not hate,not hate,not hate
"Tuh kan umpan mu ada yang Nyamber
Dasar belegug siah ...
Sekarang sekarang blow up terus biar makin terlihat lebih terzalimi. https://t.co/2HiCIg6pp3",not hate,not hate,not hate
USER mingdep sabtu ga bisa hiksrot kalau mau minggu gpp sie aing mudiknya tgl 23 pokoknya,not hate,not hate,not hate
"Galauu banget, jgn2 si ty mewek bgtbgtbgt karna ga bisa ikut unity di negara laen. Tapi kan, tapi kan. Dia juga mau solo lagi. Apa iyak ga promosi ke luar nagreg. Hiks. Huft. Hngg. Sad. Alay banget aing ah.",not hate,not hate,not hate
maaf tapi jujur posternya serem bukan karna jurig tapi serem karna gambarnya ngaco 😭 https://t.co/9JybxddhVb,not hate,not hate,not hate
"USER USER Sia kehed numpang hirup di JKT sok2 ngedumel di sosmed giliran ke gap playvictim 
Viking jakarta Cuman numpang dan Ngumpet di ketiak Anggota TNI gua juga tau bascamp2 lu",not hate,not hate,not hate
Satu kata Lebok Sakituna pisan ka entertainmen wkwk,not hate,hate,hate
USER emang kanjut banget orang kek gitu anj,hate,hate,hate
"USER USER USER USER USER USER USER USER Kehed nya gw tau ajg, lu kehed",hate,hate,hate
"USER Kanjut ceritaa gasss, udah pijit nya kan",not hate,not hate,not hate
"Maljum takut❌ Maljum komedi✅ Iki jurig udah ada part 3, ayo baca mumpung masih anget enjh!",not hate,not hate,not hate
diremehkan tapi ga membuat aing tumbang https://t.co/PVb08e2ldc,not hate,not hate,not hate
"Beres ngejar siniar HIM USER dan kalimat cinta dari Pak Pandji yang jadi favorit adalah:
1. Dasar stunting!
2. Ya emang harus personal, belegug!

❤️",not hate,hate,not hate
"USER USER USER Kokkk dikasii nderrr yaaAllah😭😭😭gw yg gak ikhlas masaaa :( Tapi yaudalah yaa udh kelanjut. Sehat sehat sender, abis ini ayoo tunjukkin ke si jurig km lebih bahagia tanpa dia!!!",not hate,not hate,not hate
USER Dari awal on track emang ayen dh jurig gk si😭,not hate,not hate,not hate
"USER Anjirr valid fix, ternyata bukan aing doang yg ngerasa gitu jil",not hate,not hate,not hate
"USER emang gila, ih kehed so iye banget yaelahhh gue slepet juga pake sendal",not hate,not hate,not hate
"Goblok banget si kanjut ini, lu mau nyepill apa gosip doang kalo ada minor jual konten? Kalo masalahnya di jual konten ya napa lu sebarin lebih luas? Dongo anjing pas masih diperut palalu kebanyakan kebentur palkon kah?",hate,not hate,hate
USER awkwkwk ini aslinya dlu akun study tp aing kagak pernah study😭,not hate,not hate,not hate
"USER Diliat2 banyak dari fandom yg sama😩
sumpah ya koplok banding2in sm idol nya, gak ada yg nanya tentang idol lu jir ngapain nimbrung??
kenapa sih gak bs take care their own idols not ours, gak ada manfaat yg ada dosa lu pada komen jahat2 gitu 👹🫵🏼",not hate,not hate,not hate
Lagian apaan sih yang diseremin? Lingkungannya? Ya orang biar sekalian belajar ekosistem hutan begimane. Dikata isinya jurig semua kali ya serem,not hate,not hate,not hate
"Haaaa susah gambarnya, rame banget, soalnya anak anak STM sini kelakuannya kayak jurig semua",not hate,not hate,not hate
"Jurig Jarian, hantu asal Sunda yang artinya hantu sampah (jurig adalah hantu &amp jarian adalah sampah). Hantu ini dipercaya mendiami tempat sampah. Terdapat dua versi yang mengatakan wujud dari hantu ini. Ada yang bilang tuyul, tapi lebih banyak yang bilang mirip kuntilanak.",not hate,not hate,not hate
USER Mbaaa 😍😍 kalo disini takut jurig juga ga sih mba?,not hate,not hate,not hate
"Kemarin liat org org posting bilek bjirrrrr gelo nepi 50k kt gwe teh, pas cek punya sendiri 🧍‍♀️🧍‍♀️🧍‍♀️🧍‍♀️🧍‍♀️🧍‍♀️🧍‍♀️🧍‍♀️",not hate,not hate,not hate
"kadang yang datang hanya untuk memberi pelajaran bukan untuk menetap"" trus gunanya aing sekolah apaan?""",not hate,not hate,not hate
oleng karena kit atau karakter itu sudah biasa. lo pernah oleng karena gantengnya jurig ekor huo huo gak?,not hate,not hate,not hate
"USER rekan-rekanlah rudet siamah, kenal ge acan geus hayang berhubungan sia we berhubungan badan jeung uncal sugan kanjut digadil",not hate,hate,hate
Mapsnya knp error di Bojonggede bjirr kapan juga gw ke Bojonggede busehh deh berasa di fitnah aing,not hate,not hate,not hate
KOPLOK GW CARI LU YEEE STELLA https://t.co/v4sgfEmm93,not hate,not hate,not hate
USER anjrit sodara lu bisa liat kah TP BRARTI MULAI SAAT INI LU BKAL TRUS AWARE YG NGETOK2 ITU JURIG YA BJRIT kata gw mendink kabur,not hate,not hate,not hate
AELAH GA MOOD JBJB GUE daritadi typo mulu si kehed mentang mentang baru potong kuku,not hate,hate,not hate
lagi sih? iya soalnya males gue jwb gt trs manjang dong gue di ceramahin ya mgerti tapi sia tau ga sih sesusah itu cari kerja anjng kek aing jg mau kerja tp sia jgn ngegampangin mkst aing teh aing jg lg usaha selain kerja apa yg hrs dilakuin biar ada kerjaan☺️,not hate,not hate,not hate
"Besok series iki dan si jurig update menn, baca part 2 nya dulu yu sekarang enjh!",not hate,not hate,not hate
Deket kampus gw kalo ada kosan bgini gw mah ambil aja asli ada jurig gapapa soalnya jurig yang takut sama gw,not hate,not hate,not hate
"USER Ude tua malah Tolol,dasar jurig. .",hate,hate,hate
"USER Akun ieu ti saprak nyieun statement, selama gawena hade, teu masalah umur mun daek jadi cawapres ge. Ayeuna ngablur beungeut tersangka kejahatan. Unfollow.",not hate,hate,hate
plis cara nonaktifin WA tapi yg lain tetep on gimna ya.... demi Allah males on WA karna anak jurig,hate,not hate,hate
USER Jurig itu apa yaa wkwkw kakdyn sampe skrg ga tau jurig apaan,not hate,not hate,not hate
"Tuh kan artinya kntl, brarti bapak2 dipabrik gua kl manggil org kntl dong😭kalo tlp temen gua suka woy kanjut"" bgt bjir🫠tp tmn gua jg org Sunda sih, kadang dia jg ngomong ke bapak ini ""nah ini si kanjut kesini""🙃""",not hate,not hate,not hate
sumpah anjir gue baru nonton mereka heboh for no reason anjir ky awalnya weh udh soso keren pas main mah boloho semua,not hate,not hate,not hate
EMANG DIFILM INI KAGA ADA YANG LEBIH BANGKE DARIPADA SI ICA DASAR ICA KANJUT LU ANAK PEMBOKAT GATAU DIRI https://t.co/PLHGRo3TLt,not hate,hate,hate
"Abong abong boga bapak orang no hiji di ieu kerajaan,  sageunahna ngarendahken Batur. Leheng Mun pinter mah . Geus songong tengil teu boga etika sopan santun.

Dasar budak belegug siah .",hate,hate,hate
"""LANJUUUTT SANAMI NYA DONHHG, NYARI AU SANAMI JARANG BGT DEMI APAA SKJSAKA"" - makasi dah mampir yeaaa, ditunggu akan segera gw kanjut😗😗 #tellonym  https://t.co/Uge7OkV3o2",not hate,not hate,not hate
Allahamduliah desember masih floating dan semoga clear 2023 makin jaya!!! Amin selamat datang bulan kelahiran aing,not hate,not hate,not hate
suka kesel gasi kalo langit nya lagi bagus tapi hp nya malah kek kanjut,not hate,not hate,not hate
lrt demi apapun gue udh lupa sm eksistensi tomo malah diingetin lg si koplok,hate,not hate,hate
USER RESE KANNNN kek lapak lu aja bukan TTP AJA NINGGALIN JEJAK koplok kta gw teh,hate,not hate,hate
"Saat dia pertama kali muncul di hadapan ku, ku merasa jantung ini berdetak deg deg, deg deg Ohhhh manisnya malaikat gepeng ini, konsonan langit yang akan menjadi takdir cinta kita ✨✨"" Ya aing kepincut Cae sejak pandangan pertama. Kirain kul elegan ternyata sedeng https://t.co/sALAPsAJVV""",not hate,not hate,not hate
USER tapi anyinklah tolong jep gebetan aing ilfeel,not hate,not hate,not hate
admin billing pajak kalau di whatsapp balas atau langsung dibuat dokumennya sih? aing ada yang mau ditanyain eniihh 😭,not hate,not hate,not hate
"Aneh bgt pdhl jrg2 yee kemarin2 lewat tl gw propaganda isriwil, eh akhir2 ini lewat mulu. Taek bener si USER aing jd ateul kan pgn balesin",not hate,hate,hate
USER Gw kira td lu mau ngelawak Dhikasih kanjut,not hate,not hate,not hate
Dah lah lebih baik aing masuk ke alam mimpi besok mau ikut isi form war bday phi. mile 😔🤌🏻 hari ini aku duduk di pahanya soalnya. Nanti pas bday duduk di punggungnya deh https://t.co/D5QFVck1aO,not hate,not hate,not hate
"yaudah tuh gw bikin tweetsnya gelombang satu

gelo anying rame pisan 

#CherryMagicTHep11 https://t.co/UninILBbvF",not hate,not hate,not hate
USER Baru gini doang udah tantrum? Nipak mun ceuk aing mah if he wanna do something 'dirty' for you. Hajar boend.,not hate,hate,hate
"USER yang bawa motor aing yg marah ,kabayang mun bisa mawa motor sendiri ,nyarekan batur wae kayanya teh 🥲""",not hate,not hate,not hate
USER Asliii aing dari stasiun jam 12 masih ujan wkwkwk,not hate,not hate,not hate
"Harusnya tadi gw pergi aksi naik gojek aja ga sih, daripada menimbulkan kesuudzonan kek gini, astaghfirullah ga lagi lagi lah aing mah aksiiiii.",not hate,not hate,not hate
"walau hari ini seperti kanjut, tapi gapapa soalnya bisa melihat cowo gue setelah 2801079273 purnama. https://t.co/oRPgsHeDTK",not hate,not hate,not hate
Ngakak anjir mbaknye kepikiran aje terus kok bisa santai bgt kalo aing dah berderai aer maha hue https://t.co/6ErWz5TcPa,not hate,not hate,not hate
"USER Jualan ayat? Gw lagi ngingetin kalian wahai KONTOL. Mau didengerin, silakan, nggak juga kanjut badag",hate,hate,hate
maksutnya curhat sambil marah bukan marahin kakak aing 😞,not hate,not hate,not hate
"kapasitas udah gede seharusnya harga normal bahkan dibawah yang tahun lalupun sudah bisa menutupi kebutuhan mereka, ini malah aji mumpung, bete banget aing",not hate,not hate,not hate
"USER Emg lu diatas blg ""kehed"" bahasa apa? Bahasa sunda lu berantakan.",not hate,not hate,not hate
USER USER USER Asal kamu gak ada yang ngasih tau kamu buat bilang kehed aja,not hate,not hate,not hate
"jurig gitu ih anjing serem bgt kalau diinget 😭😭 gue nangis, pas tengah mlm itu tuh kbetulan lgi dngerin lagu (smbil ngaca sebelumnya) aku ketiduran smbil dngerin lagu fallin(?) Lupa. Tp pas di mimpi aku liat Joshua di atas lemari sambil pegang gitarr""",not hate,not hate,not hate
USER Ada yang berani ma njenengan? Meski cuma dalam mimpi? Katanya (seingat aku) jurig aja mo njenengan jadi'in cemilan.. Pas kondisi emosi tapi.. 😂,not hate,not hate,not hate
"Jurig kalo d fangirl enak gasiii.. Kekk yaampunnn oppa mau konser di ice..ntar gw kesana ahhh.."" Syuuunggg~~ nyampe deh ga perlu war dan beli tiket""",not hate,not hate,not hate
"Tbtb ke pikiran, aing bakal nikah ga ya? Se hopeless itu anj☺️",not hate,not hate,not hate
"gue kira gue doang yg kesel ternyata tmn"" gue jg ikut ngebatin. ko bs ya ada manusia belagu bgt, ada jg gue ksh dia minum bknnya diterima malah ditolak sarkas ""NGGAK!, benerin dl itu nama saya!"", koplok 😊 anj emosi 😃 lu kata itu murah, lu kata itu buat nyogok.",not hate,not hate,not hate
"USER Iyaah makanya jumawa bgt ni dri kmren Tp yg ampas2nya pas konser idol kita, smua taik dilempar ke kita Msh ga iklas aing disuruh gitu aja plg, tp dia sujud ke yg lain",not hate,not hate,not hate
aku teh mau packing tapi keluar dari selimut teh dingin pisan anying😭,not hate,not hate,not hate
"Gua beneran mau bgt nonton sebelum ty wamil, tapi CAT 6 ketutupan bgt dan harganya segitu aduhhh aing skippp",not hate,not hate,not hate
njir aing mimpi seru bgt ampe senyum2 sendiri di mimpi aing eh pas bangun cuman mimpi -___-,not hate,not hate,not hate
USER PLIS AING MAUU BGTTT MALEM MALEM MAEN MA MANEH😭😭,not hate,not hate,not hate
"WKWK BARU NGALAMIN KEMAREN!! Sampe presentasipun kontribusi dia cuma baca slide sebijiiii wkwkwk!! Ditanya gk jawab, materi kgak nyari, makalah sama ppt kgak bantu ngetik kan babi wkwkwk!! Giliran ditanya sewott wkwk kintil emangg, masih un tung nama sia msh aing tulis😤😤",not hate,not hate,not hate
"USER Sakit hati? Gimana orang Palestina, dasar belegug",hate,hate,hate
"Ehh kentot harusnya lu udah bilang gini ke fandom koplok itu pas bangtan dapet culture merit dan pembebas wamil, giliran dibalikin omongannya diejek² elu pada kek babi lah standar lu ganda apa tripel",hate,hate,hate
USER Ya tuhan jauhkan aku dari jurig jurig mesum amin,not hate,not hate,not hate
Maap ya kalo ngobrol sama aing di giringnya ke deep terus,not hate,not hate,not hate
"USER Aing teros, maneh ngapain di imah?",not hate,not hate,not hate
kanjut badag knp gue jadi galau ajgg sialan,not hate,not hate,not hate
"USER Iya ih monyeddd bgt yg hobi bgt ngebalesin ketikan war dri yg lain. Mending lu kencengin tuh stream sama vote bukannya ribut mulu. Gatal bdan lo kalo ga ribut kah. Akun gede juga, bukannya ngajarin yg bener malah makin nyiram api, kehed sia",hate,hate,hate
"USER Jangan kebanyakan bengong tau Sha, hayolohh nanti tiba tiba happ dimasukin jurig kan ngeri. Aku juga udahh makannya",not hate,not hate,not hate
"Emosi gue makin tersulut lur apalagi ni akgae orang indo, bengeut sia hurung tah anying",hate,not hate,hate
Pulang maem malah ngeliat jurig apa kagak pengen pingsan aja di motor 😭😭😭 jambuk!,not hate,not hate,not hate
selain ini bnyk sbnrnya kisah ku dengan para jurig yg jeleg2 dan jurig yg baik 😭🤌🏻,not hate,not hate,not hate
tiap gw rep d kdm skrg ad jurig yee 👻,not hate,not hate,not hate
ga pernah aing kangen orang sampe senyesek ini💔💔💔,not hate,not hate,not hate
USER Teu harayang kehed nyeri hate keneh muka aplikasi pas rek meli tiket teu bisa dasar atah adol,not hate,not hate,not hate
"USER koplok bgst, najisssss ini mah bukan manusia lagi, ibliss, ditanya kenapa mau ngelakuin itu malah cengengesan bilang lupa, padahal sendiri nya islam? enteng banget bilang nya???!! ketangkep aja lu nangis wkwkwkwk mammpus",hate,hate,hate
USER WKWKKWKWKWKKWWKW ADA JURIG MALAMNYA JUGA GA?,not hate,not hate,not hate
"Gak usah lebay. Kami kaget karena bedanya jauh dan jauuuuh banget dalam waktu singkat. Gak usah sok-soakan deh. Lo juga sampe balas twit admin Duckad pas bias gue menang poll dengan alasan tertentu. Kenapa pas kami bertanya-tanya, kalian yg ribet?! KEHED",not hate,hate,hate
"Kalo sistem persepakbolaan Indonesia gk goblok, klub jurig lu gk akan pernah ada anjinxxx",hate,hate,hate
Eta ini siapa? Emang aing teh ngangenin jangan gitu atuh jadi malu https://t.co/YdepMqwzVw,not hate,not hate,not hate
kalo denger lagu runtah vibesnya gimana? yakk begitulah hmm *iykyk,not hate,not hate,not hate
laron nya masuk ke magic jar aing,not hate,not hate,not hate
Udah seneng bulan ini ga gacha cole krna gaada yg ku mau eh muncul brody di mistbender 😊 emng moonton gbsa buat aing hemat yah 😮‍💨,not hate,not hate,not hate
"sumpah aing asa dapet kelompok yg rada rada mulu anjing, pgn sekali lah yg bener cape",not hate,not hate,not hate
"bruh, even tukang sate di dekat rumah gue aja ada kenangan about u anjay. gimana coba gue, koplok anying lu",hate,hate,hate
USER anying gue udh lama ga denger 'kehed' wkwkwkkw,not hate,not hate,not hate
"USER USER Ada unsur-unsur kesengajaan si kehed Albi, Om Kemes..",not hate,hate,hate
"Ai sia nanaonan kehed
Gue gituin da, aslina",hate,hate,hate
USER koplok loe kira gw badut pertigaan ap,hate,hate,hate
"muka gua dikatain ky daging kelapa muda anying, bisa bayangin ga lu pada ada orang mukanya ky daging kelapa muda, kehed https://t.co/SXtnYejGPV",not hate,not hate,not hate
"eh rese bgt dah anjir itu yg ganti ganti mukanya ji pake dipin segala tweetnya berak. hobi lu pada ngejulidin ama ngehate ji mulu, tapi ttp aja fotonya ji dipake terus diganti muka idol lu yeuh kehed",hate,not hate,hate
"USER Mane pacaran gapapa, soalnya aing kangen kinan",not hate,not hate,not hate
"USER jurig bedarah aja uda aneh bebz, terus di coel lagi:(",not hate,not hate,not hate
USER 1. Hijrah ke London 2. Menangisi Akhir Pekan 3. Peradaban 4. Hagia 5. Runtah,not hate,hate,not hate
ini kynya aing yg baby blues deh tiap pagi denger bayi ngeraung2..,not hate,not hate,not hate
"Mimi sungguh sayang pipi, cuma pipi WKWKWKW AING TERNGIANG NGIANG LAGU IYEU https://t.co/du469U48Pr",not hate,not hate,not hate
Baru kali ni di suruh mendeskripsikan jurig,not hate,not hate,not hate
"USER bantuin bantuin naon siah koplok, ah goblok lu punya pacar tp dkt cwe lain",hate,hate,hate
( dm gue error lagi. kehed emang ),not hate,not hate,not hate
USER Gatau harus nangis model gimana lagi aing huaaaaaa,not hate,not hate,not hate
"USER Kentut lu aja ga bs km buktikan wujudnya, tp bs kamu rasakan dan saksikan baunya. Logika Koplok!!!",not hate,not hate,not hate
"baru bgt kmrn gajian, masa uang aing udh kepake stngh😭 kek mana lah mau beli hp,😭",not hate,not hate,not hate
USER Lah kalo aing mah cuek aza,not hate,not hate,not hate
nongkrong di jpo jam segini dikira jurig 🤪,not hate,not hate,not hate
USER Ga tau seinget aku sodara di ciamis pada nyebut kuku jurig 😅,not hate,not hate,not hate
USER Ai sia kehed = kamu lucu sekali,not hate,hate,hate
Adeeekk manggil “엄마“nya bikin hati mlenyos (?) winter jangan nangisss yagusti walaupun hanya konten tapi sedih beneran ibu ieu Tapi itu anak jurig ada yang ngetawain winter 😭 karina sama ningning deh.. https://t.co/gOsVbTbgav,not hate,not hate,not hate
"mereka lagi hompipa tapi lagunya hompipa ala kanjut berbi""""",not hate,not hate,not hate
"USER Solusinya gue dagorkeun hulu sia kana durian, KONTOLLL. OTAK SIA DIJIEUN TINA NAON KOPLOK",hate,hate,hate
"Anjenggg, kesel bnget gue sialllll.
Monyetlahhh. Blokkk, kehed teh nyaa.

Astagfirullah😭",hate,not hate,hate
"Pokona si Yolanda, ngerakeun ngaran Cianjur. Dasar belegug",hate,hate,hate
maaf tp DISTA LO KOPLOK BANGET ANJINGG GEMES BGT PENGEN GUE KARUNGINNNNN😭😭😭😭,not hate,not hate,not hate
Pas magrib ada tamu. Tamunya nebeng solat di kamar aing semua. Aingnya belum mandi. Anduknya di kamar. Mau ke kamar malu. Faak lah kata aku teh. Gitu:((,not hate,not hate,not hate
Ngajak call tapi bilangnya bebas mau clean atau dirty. Lu sebenernya pengen dirty call kan cuma dicover pake pilihan kek gitu biar banyak yg tertarik. Kalau beneran mau clean call mah gak akan ngasih pilihan kehed,hate,not hate,hate
"ieu si kehed emang geus kacanduan kieu, katambah boga dana jeung relasi, ngeunah kieu kehiduvan.:))",not hate,not hate,not hate
ANYING!!! JURIG GAK TAU DIRI. UDAH MAH LU DI DUNIA AJA GAK GUNA MALAH BUAT MANUSIA KECELAKAAN. JURIG GELO!!! SATRIA CEPAT MUSNAH KAN TUH JURIGGGGGG,hate,hate,hate
koplok HUWEEEKKKK MAP BARU FONTAINE BIKIN GUE LEBIH CEPET KENA VERTIGO😭😭😭😭😭😭😭 baru muter bentar aje udah vertigo😭😭😭,not hate,not hate,not hate
"Anjeng yg nyari topik gue trs, cik sakali"" teh nanya kek naon kek koplok",not hate,not hate,not hate
Dak lagi deket atau kenal dengan cowo yang cuma tetangga sebelah trauma aing teh benaran lah 🙃,not hate,not hate,not hate
USER Ya emang gua baik! Lu kalo ga mau gausah alasan kecoak!! Tai! Emang lu yang jahat! Lu yang paling jahat!!!! Kanjut! Cuih💦,hate,hate,hate
Runtah Sikap Duniawi TT Untuk Hati Yang Terluka Vroom Vroom Who Dis? X ESO BB Yes or Yes? Zone,not hate,not hate,not hate
"Masih bodo amat, soalnya kek yaudah lah udah biasa diganggu jurig dari jaman bocil juga. TAPI NIH MASALAHNYA TIBA-TIBA PC LUCASKU ADA YG ILANG😀 jd aku emg suka bawa pc lucas tanpa cahol kl lagi pengen beruntung (mindset orang cina bgt tp biarin lah😭)",not hate,not hate,not hate
USER Di indonesia mah sigana kudu diterapkeun denda siga di singapore miceun runtah dimana wae pas ditempat nu kieu aya bacaan denda langsung sorot make cctv,not hate,not hate,not hate
USER KOOK AING NGAKAK DENGER KATA PEPEK😭😭. Readers emosinya udh barbar kak🥲,not hate,not hate,not hate
"alhamdulillah anak bungsu, skrg kerja pun aku udah mulai bantu keuangan ortu aku, bantu bayar ini itu, bukan dituntut ko, emang kemauan sendiri itung itung mulang tarima ka kolot, soalna aing apal kumaha hesena kolog aing nyakolakeun, sahentena kudu mulang tarima saeutik ma",not hate,not hate,not hate
USER IYA SENPAI HUHUHUHUHUHU IN SYAA ALLAH SEGERA YA AING UDAH NANGIS2 LAGI BUKA IG 😭😭😭😭😭,not hate,not hate,not hate
USER egi goblok anak setan dasar bajingan tolol brengsek anak memalukan jurig cicing anak haram asu biji segede gaban kok ada jamet se goblok se anjing ini,hate,hate,hate
"Masih gelo banget sm yg tadi. Ya emang sih, itu cm berarti bukan rezekiku, tp tuh tetep geloo bangett... Kok ya masuk di spam gt lhoo email sepenting itu, gmn ceritanya cb. Padahal tiap hari aku nungguin, ngga expect bakal masuk ke situ, ketauan pas udh telat 2 hari😭😭😭",not hate,not hate,not hate
CLUELESS BGT AINGG TP AING TAU AKHIR NOMERNYA TP BUKAN TP APAANSIH ANYING GAJE,not hate,not hate,not hate
"2024 masih aja denger kata nini sia jemping"" WKWKW GOBLOG SUNGUT SAHA ETA.""",not hate,hate,hate
apa krna tu dua jurig lebih eksis ya di banding temennya yg laen?🤣🤣🤣🤣,not hate,not hate,not hate
"USER tapi aing tau org itu siapa til, dia minta maaf sm aing🤣🤣🤣🤣",not hate,not hate,not hate
Anying katanya buat slot judi tapi minjemnya buat motor rusak koplok sia,hate,hate,hate
"USER Lupaa woy ini udah tayang, iya da mending nonton ini drpd jurig",not hate,not hate,not hate
"dasar fandom blegug anying ek aing babetkeun ka sawah, nyenggol nct mulu kerjaannya",not hate,hate,hate
MERINDING SEBADAN2 AMA PERFORM SONOGONG KALI INIII.. Ada jurig kera saktinya kaliii.. Proud to be #teamSVT,not hate,not hate,not hate
USER Polisina maen jewang wae dasar belegug!!!,not hate,hate,hate
USER Dan repliesnya pun fokus ke kanjut 🤣 Kasian kau nder 🤭,not hate,not hate,not hate
nunggu sweet home s2 bertaun taun aja bisa masa nunggu s3 setengah taun lagi masa gabisa skskaks bjir aing gasabar liat ldh jd gwemul😭😭😭😭🤌,not hate,not hate,not hate
"saha nu kamu tingalian? tingali panon kuring, ucing. kamu molohok naon sih? naha eta lalaki teh kasep? jaket balon na geulis? tingali didieu kabogoh kamu teh. ulah molohok ngacai kitu aya naon si kamu teh jeung si boboho jurig eta teh? buukna alus mohawk?.. teu tingali (cont..) https://t.co/x5g8cMJj1V",not hate,not hate,not hate
"kuduna mah bersyukur teu bisa nanaon dibayar 130, harita aing komo cuma 70k sapoe",not hate,not hate,not hate
"ngerti ga sih yang beneran salting, karena se sweet itu anjirrr ARGHHH STRESS AING MAUNG 😭 aku deg degan parah sepanjang 8 menit baca itu narasi (padahal bukan aku yang diapa apain) WELL DONE KAK BALE, AKU KASIH CINTAKU TIGA JUTA &lt 333",not hate,not hate,not hate
"Sebagai part of fans salah satu dari mereka, aing malu 😩sendernya norak anj, heii sadar fandom kalian semua termasuk fandom yg gw didalamnya itu masih kecil bagi awam. Masukin ke base umum gini bikin malu aja kehed",not hate,not hate,not hate
"USER USER Iya, aku paham kok cuitan kamu. Tapi aku emang serius aja ke si kehed ini. https://t.co/09iaZzhzxT",not hate,hate,hate
bodo amat bacot lu bau sungut,hate,hate,hate
kehed aing ge baru tau kalo lu sodara dari emak juga 2 tahun lalu https://t.co/YzeNskYowR,not hate,not hate,not hate
"USER Y tapi harus pake helm fullface, saran aing jgn pake vespa ( pegel ) jangan lewat gudsel soal ny bau runtah, jangan lewat jalan bali soal a banyak org mabok",not hate,not hate,not hate
tai gue udah lama ga nangisin cowo sialan kanjut kah anjing,not hate,hate,not hate
Karena manusia adalah Homo Socius. Butuh bersosialisasi dengan manusia lain. jawabannya adalah benar. kadang sih ngobrol ama yang kalakuan siga Jurig juga. Ama jurig jug sih kadang 😎 https://t.co/opmlNA86WL,not hate,not hate,not hate
"USER Kehed kalau lu mati bawa apaan sih, koq kerjaan nya nyari bahan hujatan buat mencibir Islam terus.",not hate,hate,hate
USER Wani di adu jng kanjut maneh dan si busy,not hate,hate,not hate
"Pertama kalinya disentak ky ditantang untuk baku hantam sm cowo, ini aing yg jantan dan sia yg banci kan jadinya?",not hate,hate,hate
putu ayu kanjut gue tandain anjing smp cisaat yang baju olganya ijo greenscreen,not hate,hate,hate
"USER Bacotlah kehed, ribet amat pikiran lu haters. Tinggal lu pakai aja tuh pakaian kemana lu pergi gak ada yg larang juga.",hate,hate,hate
"Gue gak pernah ikut war, gak pernah jelek-jelekin member lain, gak pernah nyari ribut pokoknya tau tau dirujak sama orang gila sampe ngatain gue muka dua. Si kehed emang, mana dulu gue gak berani ngapa-ngapain malah ngilang gak tau berapa lama.",not hate,hate,hate
"W sadar anak itu bukan milik aing tapi titipan amanah dari Allah musti w jaga baek2 w gak minta balas budi no no no nope w cuma berharap doi mengenal Allah dan ingat Allah sepanjang hidupnya saja sudah lebih dari cukup, dari Allah untuk Allah oleh Allah😇",not hate,not hate,not hate
"USER Sakuya unyu kek renjun, tapi skillnya di olahraga sama kayak haechan, suaranya menggelegar, kalo ketawa lebih ngakak dari mark, diem tapi ngeri kayak jaemin.. intinya gaes, hasil dari penerawangan gue, maknae yg ini bakal lebih kehed kelakuannya dibanding jisung. Just my opinion",not hate,not hate,not hate
USER Padahal ta kari lagi pan nyilih kayong Melasi nemen co giliran kon dijikot malah ngetokna 3 kata lucu kan anying ya😂,not hate,not hate,not hate
