tweet,anotasi1,anotasi2,anotasi_final
"Umur 25 sama sekali ga bisa ngajeni orang, dan orang sekitarnya nge frame dia “ya namanya juga bocil”. Jancok dia udah full grown woman ya, mana ada bocil!! Sesimpel ngajeni orang aja dia ga bisa!",hate,hate,hate
Gara2 berita han so hee nama karina jadi naik lg pdhl udh redam HALAHHHHH jancok kon dasar cowo2 ugly,hate,not hate,hate
bangun bangun mata gue picek sebelah,not hate,not hate,not hate
USER lah ini kan emg fakta cok? picek koen mba?,hate,hate,hate
USER APAKAH MALANG BANGUN IKN ITU SUDAH MENJADI KEHARUSAN DAN KEGENTINGAN... ITU PROYEK PENUH DENGAN KEAMBISIAN TANPA MEMIKIRKAN KEPENTINGAN RAKYAT INDONESIA YANG LAINNYA. PROYEK SOK SOK DAN PENCITRAAN TANPA MELIHAT KEMAMPUAN SENDIRI. SONTOLOYO,hate,hate,hate
Arek gendeng wkwkwk solusi macam apa itu cokk,not hate,hate,hate
"Ngising duduk enggak enak sama sekali cuk, kayak enggak plong aja gitu",not hate,not hate,not hate
USER Yg begini picek matane …,hate,hate,hate
"USER dadekke waeeee, dasar e pekok ra ngatasi nek dielekke nggo cangkem",hate,hate,hate
"USER USER USER USER USER USER USER USER USER USER USER USER USER Kalian binatang2 sakit hati, panik, jago kmu takut kalah cangkeme gonggong koyo asu kabeh",hate,hate,hate
USER USER USER Ora pas lamon laka kirik e mah,not hate,not hate,not hate
"USER Bjir zina di kantor, wong edan. Udah zina, di kantor pula.",hate,hate,hate
USER iya soalnya ngode2 terus tp dianya ga peka ampe punya cewek baru cih asu kata gue mah,hate,hate,hate
AKU AKHIRNYA SUDAH BISA MERASAKAN BAGAIMANA ITU NGISING BELING GAES NGAHAHAHAHAHAHHAHAH,not hate,not hate,not hate
USER USER Setelah saya lacak tidak ada korelasinya dasar cah pekok !!,hate,hate,hate
USER Yo gendeng berarti. Hanya orang gila yg gak punya malu.,not hate,not hate,not hate
"USER Baru dikomen israhell loserr"" gini langsung di dm dong aku nya wkwk. Mana dm nya gini lagi. Kan gemblung orang udah bilang israhell loserr masi tanya masalah nya apaan kocak https://t.co/JT5rnJ6mz5""",hate,not hate,hate
USER Hny wong gendeng yang love Ramsey. 😓,not hate,hate,hate
"Kemarin barang cuma tatto aja lu ributin, sekarang kata crazy lu ributin. Oalah gemblung",hate,hate,hate
GENDENG 4 ORANG WAMIL BARENG,not hate,not hate,not hate
"Bukannya iri atau gimana, TAPI SI [sensor] TUH DOLAN TERUS AJIG, RA NGRUMANGSANI BAPAKE SEK GOLEK DUIT PO, HURUNG ADI RO MBAKYU NE PODO WAE, PANCEN CAH GEMBLUNG",hate,hate,hate
USER Makeluk zionis israel laknat dan anteknya bikin propaganda selalu berbau telek lincong. #FreePalestineFormZionist #ZionisIsraelBiadap,hate,hate,hate
"Jancok anggota kelompok gua. Maksud gua tuh di ppt tinggal baca tuh gak usah nambahin kalimat sendiri tapi yang di ppt di baca untuk dihapalin sekalian, bukan beneran dibaca tanpa ngehapal. Kan jadinya bapaknya ngecap kelompok presentasi terburuk. Udah ngebaca, nadanya ngeja😭 https://t.co/YBjUOfkG3l",hate,not hate,hate
USER nangissss bgtt jancok emg mnet TREASURE ROBBED IN MAMA #MAMAAWARDS_RIGGED #MAMA2023 USER USER,hate,hate,hate
"USER GAUSAH, PAKE ITU AJA. Nagi garuk silit",not hate,not hate,not hate
"USER eh jancok pancoa pantek, giliran si anak setannya mak lampir aja caption lu gini, udah mah jelek muka jangan lah jelek akhlak kau juga setan, dasar penyembah MHJ nenek lampie ewww 🤢🤢🤢🤢🤢",hate,hate,hate
"USER Pisuhin tuh dari kata dasar misuh, misuh tuh mengumpat atau memaki atau mengata-mengatain, seperti ""Jancok, anjing, bajingan dan lain lain"" 😇😇 wkwkwkkw",not hate,not hate,not hate
bjir ini mah gua kaya ngeliat gua ke Rony anjir otw dadi wong gendeng 😭😭😭😭https://t.co/qCdr573AVa,not hate,not hate,not hate
"KAN BENERAN KAN, JANGAN CENG CENGIN TERUUUUUS TADI KELUAR TATAPAN DEPAN CONGOR AMA ANUU WOEEEE STOPPP GEUMANHAE USER",not hate,not hate,not hate
USER Vidionya penuh insight om. Mau 1 putaran yg penting.. jd ga drama bersilit silit https://t.co/JAyuczi6Iz,not hate,not hate,not hate
"USER Wakakakakakakakak... Kontol tegang kalo udah crot juga mengekeret, bang 🤣",not hate,not hate,not hate
baru ini ketemu cewek cakep tapi gk gendeng,not hate,not hate,not hate
Itil emak lu ya? Kasian banget ih.,hate,not hate,hate
BORO2 SDERHANA lu pasti pernah ada di fase pngen ngegedik cpf karena udah ganggu banget terang2an mo liat idol2nya ciuman panas BLON TNTU IDOLNYA HUMU/MAU DIPUBLIKASIKAN CIUMANNY TRANG2AN 😭😭 terus kalo udah discourse numpang tenar juga pen gua gedig akgae THEYRE EQUALLY GENDENG,not hate,hate,hate
emang semuanya gara gara sm jancok,hate,not hate,hate
USER Korupsi ugal-ugalan di rezim yg katanya approval rating-nya tinggi. Emang dasar rakyat goblok bin pekok. IQ jongkok kicep kalau terima bansos.,hate,hate,hate
"USER Owalah jancok si lidya lidya ini, jangan sokab ama deehan pls, mana semalam gue takut bgt lagi deehan diperkosa sama sinenek lampir itu😔🙏🏿",hate,not hate,hate
"Lambe Waras: Politik Gimmick adalah Kasta Terendah Dalam Berpolitik Karena Tidak Perlu Pake Otak Dalam Berpolitik, Tapi Cukup Menjadi Badut Yang Rela Untuk Jadi bahan Tertawaan dan Ejekan",not hate,hate,not hate
bukannya gue ngerasa lebay tapi dl gendeng,not hate,not hate,not hate
USER JANCOK SKZ GAMASUK KE WRAPPED GW PADAHAL SERING DENGERIN 😡😡😡,not hate,not hate,not hate
Mami sampe ngomong sambil ketawa : cah gemblung 🤣,not hate,not hate,not hate
USER USER Lakinya picek (buta) apa yaa?,hate,hate,hate
"Lahh emang gue nyuruh lo? Nyuruh kaum lo? Jelas' ketikan gue BUAT SENDIRI LAH Buta apa picek mata lo, wkwkwkw😂 Orang gaje diarang ke lapak gue 🙅🏻‍♀️ https://t.co/cLaTWSXJ9E",hate,not hate,hate
USER Si Matta ini ternyata matanya picek gak bisa liat fakta dan keBENARan. Dia cuma bisa liat keBENURan dan kecurangan. Alhamdulillah tersingkir dari PKS,hate,hate,hate
"ternyata dia sengaja saldonya ga diisi biar ga di auto debet bank, soalnya ikut kajian anti riba gitu 😭 diajarin caranya nipu bank dan ga usah bayar angsuran krn itu riba. tapi dia nikmatin asetnya. bahkan diajarin caranya ngakalin bank biar ga disita. gendeng itu tu jahat 😈",not hate,not hate,not hate
jancok itu yang FTR sama Darby x STING,not hate,not hate,not hate
"USER Alasan Olahraga di Indonesia ga pernah maju ya gini , Panitia'nya kaya tai , matanya picek apa gimana ??",hate,hate,hate
nek kelingan cen marai ngakak wong meng tekon kok malah dipisuhi. aku: bpkmu nendi e cok? 👱‍♀️: kerjo aku: hangp kok kerjo ki? mbok kyo bpkku kae lo ra kerjo 👱‍♀️: asu koe 😂😂😂,not hate,not hate,not hate
"USER 7 oktober heli apache pelakunya, israhell sudah memutarbalikkan. Prees rilis sudah banyak tapi kamu picek 😂😂😂",hate,hate,hate
USER USER USER Makanya siapa bilang jadi menhan cuma bisa beli beli doang ...🤣🤣 Matamu ! Menhan harus cari lembaga yg percaya kasih hutang dgn multy year bunga rendah yg di setujui Kemenkeu .klo gak dapet pinjaman ya gak bisa beli 🤣😜😜termasuk lobi lobi produsen yg mau bayarnya di cicil,hate,not hate,hate
USER Begitulah. Kau tidak akan bisa mengendalikan silit mu.,not hate,not hate,not hate
USER jancok = bahasa jawa orang jawa = rata rata anggun :D,not hate,not hate,not hate
"USER Koncomu cangkeman nder, rasah nuruti cangkeme wong koyo ngono. Padune meri mbek awakmu sing ndue wong tuo care, pengertian, sayang. Seng penting awakmu semangat belajar, kerjo mengko bakal yo ono waktune koe iso mandiri dewe. Aku podo karo koe luluse mengko umur 24. Semangat yo",not hate,not hate,not hate
USER Gen rp itu gendeng rp?,not hate,hate,not hate
isi tl gue knp cipokan semua si kontol udh tau kan pengen jiahk canda,not hate,not hate,not hate
awal desember yang kaya tai anjg kontol ngtd,not hate,hate,not hate
USER lambe laki lu jg itu 😭,not hate,not hate,not hate
YA ALLAH LAKNATULLAH jujur w udh gatau lg hrs gimana lu itu Tuhan kah? apa boleh se gendeng itu blis iblis???,hate,not hate,hate
"td ada lewat cewe cemburu sm pacarnya grgr pacarnya sering blg i love u ke mamanya, mba kon ki gendeng ta?😔",not hate,not hate,not hate
&gt ceweknya udah punya pacar &gt minta ngajak sana sini &gt minta pap aneh aneh wong guoblok cangkeme liar tenan,hate,hate,hate
"USER USER USER USER Kan Rohingya jg tertindas di negara sendiri pekok 🤣🤣🤣

Dasar manusia yg kemanusiaan aja pilih2 😂😂😂😂😂

https://t.co/Hfs2TLyiNe",hate,hate,hate
"USER USER USER USER Dasar pekok,justru kalian itu yg memalukan..cara berpikir mu seperti orang gak punya ot*k,emang ada di jepang orang berpikir terbalik spt kalian itu,hara kiri itu kalo berbuat curang,udah jelas2 curang masih bisa2nya ngata2in orang lain hara kiri",hate,hate,hate
"USER Wedus kenthir, wedus kenthir, wedus yang sangat kambing yang sangat domba, billie eilish dodo pecel.",not hate,not hate,not hate
USER Maaf pak tapi kali ini saya ingin teriak JANCOK di depan mukamu🙏,hate,hate,hate
USER november ini terlalu kontol buat gua,not hate,hate,not hate
"USER Suseh kalo ama atheis, semua serba pake nalar. Agama itu wahyu, hidayah, iman di hati. Tidak semua harus pake nalar, pake otak. Tambah gendeng kalo semua pake otak, apalagi otak elo itu kosong...ahahaha.. #OtakAtikMatuk",hate,hate,hate
USER USER Jd gatel silit gw baca tulisan lu tod https://t.co/3OXmAX7ki3,hate,hate,hate
"Asu si engene yg dibilang playing victim tu kalian, sadar diri akun gede centang biru kalian yg ngedrag xtx dluan wkwk, terus fandom lu jga yg bawa tu twt viral ke wv https://t.co/rly5c5XVLT",not hate,hate,hate
USER USER USER seharusnya islam-kristen-yahudi bersatu memboikot yahudi yg zionis itu. padahal ratusan tahum 3 kaum ini hidup damai rukun di palestina. matanya pada picek,hate,hate,hate
USER Dasar nya penduduknya kosong dua emang pekok pekok tololl bin dongo beleng beleng  .. https://t.co/ZlQ3SNkbcR,hate,hate,hate
USER Blok itu makanan picek matamu cokkkkk,hate,hate,hate
"Dasar pekok wkwk 
Gue bendera putih dah kalo sama nih kaum 😭🤌",hate,hate,hate
"USER Ternyata yg gemblung sudah bertambah satu golongan lagi, sebelumnya cuma capres dan para buzzernya, sekarang tukang survey juga ikutan gemblung. https://t.co/iDp71U7jzs",hate,hate,hate
"Demokrasi kok festival pemujaan paslon2. Dasar buta demokrasi. DEMOKRASI ITU ANTIHERO, DEMOKRASI ITU IKONOKLASME. Seharusnya lomba INJAK2 KEPALA KANDIDAT2/PASLON2/PILIHAN2NYA DONG, LOMBA NGIDONE CANGKEME JAGOAN2NYA DONG. #melekdemokrasi",hate,hate,hate
buah emang bs bosok tapi scoopy merah jangan sampe lolos😌😌😌😌,not hate,not hate,not hate
"Untung virtual. Gabung 5 menit, badmood sampai skrg. Next kalau ada event lagi, hemb ga bakalan ngulangi. Gendeng ye mbaleni. Huh.",not hate,not hate,not hate
USER Anjing nih. Mengganggu orang cari nafkah. Dasar pekok. IQ jongkok.,hate,hate,hate
USER USER USER lambe terlalu lembut yaa mas 🤣,not hate,not hate,not hate
"USER ajakan golput dan golput itu beda.... urusan begini saja gak bisa bedain hingga bikin narasi mbingungi. Tuh caleg ngasih duit tangkep'in.... itu jauh lebih nyata dibandingkan urusan golput... wong gendeng pojok pasar aja tahu ada yg ngasih duit utk pemilu, masak polisi gak tau",hate,hate,hate
"USER Dasar BoTol pekok
Mang dapat apa sih 
Kecil ngak mau mati, besar Ogeb bin goblok ngak ketulungan,nangis ortunya punya anak model gituan",hate,hate,hate
situasi apa ini gw masih mlongo dengan kegantengan dia huf sorry this is cembung CEWE GEMBLUNG https://t.co/BZqLJQuldG,not hate,not hate,not hate
"Jancok, cowo mesum, lihat pantat biasa pake celana panjang aja mukanya sange. Dasar gila!",hate,hate,hate
gendeng iki episode paling sangar ke 2 setelah episode gojou seng dikeroyok nak stasiun gubeng ambe arek punk shibuya,not hate,not hate,not hate
"USER Engga terlalu, semenjak tau jodoh adalah cerminan kita, which means sekarang dia juga pasti dalam masa silit kek aku, tp apapun itu semoga dia strong enough dan berusaha baik2 aja biar bisa aku temui suatu hari nanti dengan anggunly di taman cantik di belanda xi xi xi",not hate,not hate,not hate
"USER mending lu yang sadar diri dah. istri kerja bukan berarti lu ga bertanggung jawab buat nafkahin. apalagi lu udah punya anak, mikir lah anjeng 1 juta buat kebutuhan anak aja ga cukup. dasar kau laki pekok https://t.co/DI3StAQ5YQ",hate,hate,hate
Sama-sama pekok akun-akun beginian.. Orang yang hadir disana dan jadi seksi sibuk sebagai walikota dilawan faktanya.. Akun-akun intel sok jagoan semua 😄😄😄 https://t.co/cosd8eqKpp,hate,hate,hate
"USER Halahh emang dasar lambemu mencla-mencle, Hut! 
Gw setuju dgn pernyataan Pak USER.",hate,hate,hate
jancok lem bulmat ku kemana jinkkk😭😭😭 pas dibutuhin aja malah ngilang,not hate,not hate,not hate
"Waduh anu ngetwit Sontoloyo tapi masih majang poto pa jokowi, memang sudah keliatan lemahnya makanya pada Cengeng 🤭🤫",hate,hate,hate
USER 😆😆😆😆😆😆😆😆dimana harga diri ? Dasar pekok ehhhh keledai kau.,hate,hate,hate
USER USER Dasar jahanam pekok. Semoga cepat mampus anak dajjal ini.,hate,hate,hate
"lo tau? gua lebih pinter dari lo, gua lebih baik masa depannya dari lo, tpi dengan gobloknya gua stuck karena kata lo solid, dan skarang? lo ninggalin gua kontol",hate,hate,hate
"Emang taek bener tuh yang manasin. MNC, MCI, Chef Arnold, Wilgoz. Woi lu pada kalo ada kerusuhan enak. Mau kemana Singapore? Australia? Langsung cus. Gue ama keluarga gue? Keluarga Chindo yang ga seberuntung kalian gimana? Mikir dong. Duit banyak, mikir masa gabisa",hate,hate,hate
USER Aku ngakak awan2 koyok wong pekok...,not hate,not hate,not hate
"bukan nya gamau balikan, tp ya karna aku terlalu gemblung buat km",not hate,not hate,not hate
Selama tuanya tdk ksh perintah mana mau dia ? Dah kebal rasa malu dan pekok. Dasar teroris demokrasi,hate,hate,hate
"ini aki aki ada masalah apaan sih sama lunin, segitunya banget tuh congor",hate,not hate,hate
"USER USER USER USER Ya kenapa pekok?? Lu bego bin tolol banget ya? Umur berapa sih lu anj, otak lu gk digunakan dengan baik kah. Bilang aja lu emang cuma mau nyalahin Tae aja, padahal bukan dari dia dan bukan dia juga yg post. Dasar bocqh tolol",hate,hate,hate
USER Kalo sukses ngutang??? Dasar pekok USER,hate,hate,hate
USER gamau jadi pawang silit kh,not hate,not hate,not hate
"itu yg ngomong 2023 cepat bgt serlok anjing, berat bgt 2023 ini, udah berat lama lagi badjingan, era paling cepat cmn di pegang 2020-2022 cok, matane asu",hate,hate,hate
"hahahahahah dasar goblok, gue lagi keluh kesah di sini aja dia replay story gue dengan embel embel baby. heh jancok kita udah putus goblok",hate,hate,hate
USER itu 2 gedebong pisang ngapain aja ditengah asu,hate,not hate,hate
"USER Hahaha dasar Taik Puki anjing loe mencret di jalan, awas loe jangan kegedean bacot dasar jancuk",hate,hate,hate
USER yg susah tuh nyukur jembi deket silit,not hate,not hate,not hate
Aduh gendeng sumpah cokkkkkkkkkk gantenggggggggggggggg https://t.co/SVpgoBfp7q,not hate,not hate,not hate
USER Tolol pekok bukan orang indonesia tapi orang turki dan tidak pesek dasar tukang fitnah koclok !!!,hate,hate,hate
jancok mbendinane kok ketemu wong gendeng seeh. semangat ya senderrr https://t.co/LwwSHO2FLA,not hate,not hate,not hate
bales gendeng !!!! lu ngirim ss an apaan ge semalem ud tidur !!!! USER,not hate,not hate,not hate
"smoga yang mulia maharaja seno pulang, sdh mnuju mrah ni jink hhh pity 73 jancok rate off lgie.",not hate,not hate,not hate
"USER Iku karepmu dewe opo kongkonan?, dasar pekok. 😅",hate,hate,hate
USER Jiaahh itil Yang mana tuh 😅,not hate,not hate,not hate
"gua udh nahan ya selama ini sampe nyokap gua mati! lo semua baru ngurusin segitu aja ngeluh bgst, lo pada disekolahin, dikuliahin monyet! nyokap gua?! berjuang sendiri sampe s1 jancok",hate,hate,hate
USER terlalu fanatik dalam berpolitik siap-2 jadi calon wong gemblung,hate,hate,hate
"USER Duh lambe ku lagi mode julid iki, padahal biasane aku meneng, maapkeun",not hate,not hate,not hate
USER Gua kira gendeng itu yang dipukul,not hate,not hate,not hate
USER Mudahan jangan terus jadi Gendeng saja....... 🤔🤔,not hate,not hate,not hate
ini mata w yg picek apa jogja emg ky dikasih filter kuning njir,not hate,not hate,not hate
Kalo dari awal ga niat mending ngundurin diri aja dah u telek,hate,hate,hate
ngapain sabar kalo bisa teriak jancok depan mukanya lgsg,not hate,not hate,not hate
"gue sedih bgt cok jancok mana nyokap gue pake nanya lah kak treasure gaada?"" gue langsung lari ke kamar""",not hate,not hate,not hate
"USER syukur ibu dokter mau edukasi dasar pekok
lu",hate,hate,hate
USER Onana kalau partai penting jadi bego gini ya asu,hate,hate,hate
USER OHHHHHH JADI LAMA GA UPLAOD KONTEN KARNA NGEDIT DULU YA. JANCOK BANGET INI EMANG AGENSI PINK BABI,hate,hate,hate
"USER dirimu sangat tidak patut ye dasar jancok, cewek²ku korban sebenarnya tapi malah kau yang playing victim",hate,hate,hate
"Mas 🧔, aku 👧🏻 🧔: Wiinn 👧🏻: Nopo goleki terus? Wan win wan win, kangen po? 🧔: Ora, samar ngilang 👧🏻: Hilih padune kangen 🧔: Kangen ki pas samang ning Bandung ke do kangen, kangen nggajul ndasmu 👧🏻: Asemm Nek gek ono karepe nyanak² teross wkwkk",not hate,not hate,not hate
pertemanan di kampus emg taek,not hate,not hate,not hate
USER USER &amp; USER &amp; USER &amp; USER langsung demo teriak KKN..... Dasar jancuk kon..,hate,hate,hate
USER cogilnya nanami yg malem malem jd gendeng,not hate,not hate,not hate
Apa komisaris sontoloyo USER juga hadir ?,not hate,not hate,not hate
USER Yg bajingan ndasmu itu... Kirek,hate,hate,hate
"USER USER USER iyaaa coyy, emg pling bener nih mci udh deh sampe sini ajaa banned aja dah tu, juri ga jelas, nyebar hoax kaya lambe ajaa, byk kejanggalan"";0;0;0;0;in;1518731903696007168;1730136415886045547;geminikack;https://twitter.com/geminikack/status/1730299824187306348 Thu Nov 30 18:55:39 +0000 2023;1730299570998092037;@PartaiSocmed USER Itu adiknya jokowi.. akun PS tolol, gak bisa liat, picek matane""",hate,hate,hate
Kata gue jake wong gendeng https://t.co/VrUdvuEZm3,hate,not hate,hate
Sehat sehat kanggo wong GOBLOK PEKOK MENDO CENGOH RAUTEK NDOMBLEE HAASHH KONTOL !!!! GOBLOK RA UWES UWES SU ASU,hate,hate,hate
"kalo dari awal udah gak niat trade, yaudah jangan langsung ngeghosting, bangsat!! udah 3 minggu gak ada jawaban dasar jancok!! https://t.co/cvd9ZjQgpS",hate,hate,hate
"USER Coba ini jadi tetanggaku, wis tak cekok i biji kecubung. Gendeng lak wis...",hate,hate,hate
USER Tau ah kaots saya juga silit pihim,not hate,not hate,not hate
USER USER USER USER Yah keluar konteks dasar pekok,hate,hate,hate
USER Menyetabilkan harga beras aja gak becus kok jadi penguasa cok jancok.munduro cok kamu jadi presiden dasar gak punya malu raimu cok,hate,hate,hate
USER trus lambeku lambe opo mih😭😭😭 aku lbh seneng palawija ketimbang nasi mkn nasi tiga hari sekali ja kdg males,not hate,not hate,not hate
"USER w jg mau kl hts model bgini, drpd hts yg pgn cm gw asu",not hate,not hate,not hate
AH JANCOK LUPA DIBAWAH ADA ANAK UKM LATIAN SHSHSHSHHS takuttt:v,not hate,not hate,not hate
USER Njir gundulmu part time 8 jam libur segitu,not hate,not hate,not hate
USER Sik masang tulisan muhammadiyah itu gak mudeng muhammadiyah. Sontoloyo,hate,hate,hate
"nder, lu sekolah berapa tahun? kuliah berapa tahun? hal segini masih lu pertanyakan ke base? tinggalin aja cowo lu soalnya dia bukan hecan juga, gaada jaminan hidup lu terjamin sama cowo gini, enak aja nyuruh-nyuruh padahal bukan di yang biaya-in, telek kata gue teh",hate,not hate,hate
"tai ggra pake apple music 3 bulan top songs gua jd aneh, minutes listenednya cm 15k lagi asu https://t.co/DUErp8DPAI",not hate,not hate,not hate
"USER wedus ketir, wedus ketir, wedus ketir. wedus yang sangat kambing, yang sangat domba. billie ellis dodol pecel. ojok nganti wedus nyolong apel",not hate,not hate,not hate
USER eh narkosuun kontol. maumu indonesia haris kerjasama sama negara mana?? apa salahnya indonesia kerjasama dengan china? perekonomiannya bagus. persyaratannya ga banyak kalau mau investasi. dasar pekok lu,hate,hate,hate
"USER Lambemu lamis USER ....  Semua orang pun tahu, bahwa elu cuma bela yang bayar elu... Dasar anak buah Hasto...!!! https://t.co/ShBMACikdp",hate,hate,hate
USER Ngomong sampai mencos lambemu tetep ae kui sing d tembak wedok bawa bendera putih. Dasar ogeb,hate,hate,hate
"USER Dasar pekok, cuman dapat 16% lowbat, tidak menang di satu propinsipun, masih ngeyel. 😂😂 https://t.co/cLCZMwTWDY",hate,hate,hate
"USER Plg disogok cuan panitianya. Gpp dek lu ttp pemenangnya tenang j d buktinya jg, panitia j yg picek mtanya.",hate,hate,hate
"USER ️️ ️️ 𝐋𝐎𝐔𝐈𝐒. Si bajigur, malah di omong di sini. 😩 Asu asu. Nambah usia gua mek. Si anying, jangan di sini asu. ️️",not hate,not hate,not hate
"gw emg kudu gak berbaik hati sm fandom satu ini, orang orangnya pada gemblung. ga ina ga inter gemblung kabeh",hate,hate,hate
"Emang jancok, iso isoe wong mu dewe mbok etrek etrek kyk ngene",not hate,hate,hate
"USER Agama itu spt Candu yg efeknya lupadiri Diberi saran agar hidup sehat malah marah2 &amp nuduh penistaan, Pe Ka i, dlsb Padahal obat candu itu banyak &amp mudah ditemukan spt seni suara, seni tari dll Candu emg bikin orang Bingung, linglung, gemblung ☺😂😘 https://t.co/Q0X9nMCfqh",not hate,hate,not hate
Pingin nikahin yang spek begini tapi kelakuan anda para boyo seperti asu kirik dog,hate,hate,hate
"Dia ngetik begini di qrt tweet yang nunjukin data, lu pikir prediksi dapet data dari mana? lambe mu?",hate,hate,hate
USER Lebih kentel kan kalo bangsat apalagi asyuu😭 klo jancok nih kga biasa buat misuh 😭 soalnya klo manggil besti gue pke cok,not hate,not hate,not hate
"Dasar pekok bin goblok, ngenget jangan nganti gosong. Malah ditinggal garap gawean 😭😭😭",hate,hate,hate
Jancok emng dasar hp kentang problem nya kalo ga memo penuh ya keriset 😭😭😭😭😭,not hate,not hate,not hate
W KALAU JADI YUUJI UDAH BLG MAHITO ANJING LO KONTOL BANGSAT NGENTOOTTTT,hate,hate,hate
USER USER USER USER USER USER Ada yang ngekor yang mecla mencle cangkeme pun juga ada ndro🤣 https://t.co/NkDWwQ2axt,not hate,hate,hate
USER Yup kalo gemblung tuh gila,not hate,not hate,not hate
infokan lagi trip seperti ini walaupun naik turunnya macet banget jancok https://t.co/AOFUNci85s,not hate,not hate,not hate
"BAYANGIN TD UDAH NGERJAIN 65 SOAL, TRS DIRUMAH LANJUT 25 SOAL GENDENG TOTAL SEJARAH HARI INI 90 SOAL COOO NGOTAK DIKIT.",not hate,not hate,not hate
"eh telek join lewat web gabisa cek usn jd hanya berpengang sm total stream, kalo naik brrti aman, lah ini 2 2 nya kaga bisaa trus aku gudu pieeeeeeee, user andro join lewat apk msal dah off air ttp di ch yg ditempatin kaga bakal kelempar otomatis, harus mandiri mindahin😭😭☝",not hate,not hate,not hate
becky gak pernah pura pura menjadi queer.dan setidaknya becky gak pernah ngejek lesbian gak kayak freen. bukan lesbi kok ngebuat bercandaan soal lesbian. dasar artis pekok 🤡,hate,hate,hate
"YANG BUAT SESUKA HATI TU SIAPA JANCOK???!!! KAN UDAH DIBILANG BARU PERTAMA BUAT, BELUM BEGITU PAHAM MASIIIIHHH LA JUGA DIBILANG MAIN SESUKA HATI.. DASAR!!!!!",hate,hate,hate
"Udah lh rapat pagi , titipan dari taksi blom datang , llu ndk bisa tidur eh asu lah",not hate,not hate,not hate
"USER Berarti ras eropa itu memang parasit. Dia datang dan memusnahkan penduduk aslinya. Dari semua ini musuh bersama kita sama yaitu Zionis, Mamarica, dan Silit Global",hate,hate,hate
"Klo kemaren si asu ini ga ngehate jy hanya karena berdiri ga bakal enjin marah2 kyk sekarang mungkin kita akan anggap ini kejadian yang lucu tapi kenyataannya enggak kan, trus setelah kalian ngata ngatain malah jy yg minta maaf 🙂",not hate,not hate,not hate
USER Kalo ini yg Jancok mocca,not hate,hate,hate
USER Ogah loa ja dat Bodat 😁😁 cuma kirik Keturunan Gurun Ngacengan apa yg dibanggakan 🤣🤣🤣 https://t.co/MMcynNKTHm,hate,hate,hate
Kalau denger waluh kukus emosiku langsung memuncak inget ke si Yati ASU,not hate,not hate,not hate
*tutt tutt berdering* 👩🏼‍🦳: halo siapa ya? 👧🏻: aku? Aku adlh ANAK KECIL YG TERJEBAK Dİ TUBUH ORG DEWASA 👩🏼‍🦳: hoo cah gemblung *terputus* 👧🏻: halo buk halo anak mu ki loh kentekan bengsin… tuloooong https://t.co/EVDZPsVjua,not hate,not hate,not hate
"USER Ya kl org rendahan kek aq mgkn Pantas bkin2 hal2 receh. Msa Iya skelas FX RUDYATMO itu bikin2 hal2 pekok bgitu,HY KRN MARAH DG PAK JKW. Ya akhirnya rame Kan. Pdhl lbh nyaman kl pamerin ide2 &amp Gagasan. Ini malah nggosip recehan bgitu.",not hate,not hate,not hate
"USER USER USER USER Hahaha...bacot lu mau nenggelamkan, eh ntar malah congor lu dan pujaan lu yg tenggelam.",hate,hate,hate
"USER USER Lagi sholat pun tetep dicari cari kesalahannya, dasar bagong pekok 😭",hate,hate,hate
Duuuh orang laki lu punya mata emg picek 😩,hate,hate,hate
USER congor lu bau busuk manusia paling memalukan produk reformasi apa lu gak malu sama jenggot lu tampang nyunah ternyata kelakuan zalim otak kosong pendukung jokowi zalim planga plongo ijazah palsu sebangsat bangsatnya bangsat masih lebih bangsat lu mbok punya malu dikit,hate,hate,hate
"USER emang isine wong mendo semua, br 2eps uda bikin......",not hate,not hate,not hate
ADA ORANG GILA YANG MEMPERTANYAKAN KEMENANGAN JISOO? ELU DARI GOA MANA HAH GUA TANYA!! BOCAH GENDENG,hate,hate,hate
"kok niat banget si wkwk. pas itu bikin akun baru buat kepoin cb trend kenapa, skr bikin akun baru buat hate b, bocah gendeng kocak lu.",hate,hate,hate
gak sih gw MARAH ke bela jancok peta ny kagak ad apa negara indonesia padahal peta indonesia paling keliatan sih menurut gw krn gede bgt trs mirip sm rambo,not hate,not hate,not hate
"yah asu gotransit error, kaga bisa tap out gw",not hate,not hate,not hate
"USER USER USER Karena si Luhut yg sok kuasa  .. Dasar TUA PEKOK gak GUNA, MUSIBAH bagi negeri ini",hate,hate,hate
"Suka kasian &amp iri ngeliat cowo kontol gede yang ketipu sama akun cewe padahal yg pegang itu cowo, mana disuruh mejuhin pake foto selebgram lagi eww. Giliran aku cewe asli susah bgt dpt kontol gede yg mau mejuhin 🫠 #SANGE_AAAAAAAAA #PejuhinChallenge #pejuhinfoto #kontolinfoto",not hate,not hate,not hate
"aku ya ada acara, gk awakmu tok taek",not hate,not hate,not hate
"USER Lu kira indo cuma pulau Jawa dan Jakarta doang gitu huh manusia nggak punya otak,lu pikir banyak pulau dan kota diluar Jawa yang bahkan infrastruktur aja kurang memadai dasar buzzerRp Jokowi pekok",hate,hate,hate
